command= python3 -u /u/zjian1/ASTZ/py_code/generate_stencil_list.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -c '/u/zjian1/ASTZ/stencil_list/5.0e-02/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 5.0e-02 -3 44 494 518 -M FHDE 9 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.966
Zstd CR= 1.001
[31mTotal CR= 4.970 [0m
qb_min= -1326, qb_max= 2980
max_err= 3.248779296875
max_rel_err= 0.000
[31mpsnr= 79.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_010.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1578.50439453125, data_max:7738.2421875
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.939
Zstd CR= 1.000
[31mTotal CR= 4.941 [0m
qb_min= -592, qb_max= 2441
max_err= 1.863525390625
max_rel_err= 0.000
[31mpsnr= 79.153 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_011.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1572.1063232421875, data_max:9327.484375
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.009
Zstd CR= 1.000
[31mTotal CR= 5.010 [0m
qb_min= -550, qb_max= 1586
max_err= 2.1800537109375
max_rel_err= 0.000
[31mpsnr= 79.151 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_012.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_012.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1596.585693359375, data_max:13839.8046875
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.404
Zstd CR= 1.000
[31mTotal CR= 5.406 [0m
qb_min= -415, qb_max= 1590
max_err= 3.08740234375
max_rel_err= 0.000
[31mpsnr= 79.157 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_020.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_020.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1650.6396484375, data_max:14129.0322265625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.305
Zstd CR= 1.000
[31mTotal CR= 5.308 [0m
qb_min= -690, qb_max= 2775
max_err= 3.156005859375
max_rel_err= 0.000
[31mpsnr= 79.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_021.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_021.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1643.451904296875, data_max:14422.6708984375
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.323
Zstd CR= 1.000
[31mTotal CR= 5.325 [0m
qb_min= -735, qb_max= 1769
max_err= 3.21337890625
max_rel_err= 0.000
[31mpsnr= 79.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_022.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_022.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1584.2459716796875, data_max:12948.6181640625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.204
Zstd CR= 1.000
[31mTotal CR= 5.206 [0m
qb_min= -640, qb_max= 2469
max_err= 2.90673828125
max_rel_err= 0.000
[31mpsnr= 79.155 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_100.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_100.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1695.33984375, data_max:14731.93359375
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.043
Zstd CR= 1.001
[31mTotal CR= 5.047 [0m
qb_min= -1191, qb_max= 2883
max_err= 3.28564453125
max_rel_err= 0.000
[31mpsnr= 79.154 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_101.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1737.26171875, data_max:14576.845703125
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.990
Zstd CR= 1.001
[31mTotal CR= 4.994 [0m
qb_min= -1072, qb_max= 3377
max_err= 3.262939453125
max_rel_err= 0.000
[31mpsnr= 79.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_102.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_102.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1689.1220703125, data_max:14534.9326171875
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.957
Zstd CR= 1.001
[31mTotal CR= 4.961 [0m
qb_min= -1324, qb_max= 3863
max_err= 3.244873046875
max_rel_err= 0.000
[31mpsnr= 79.155 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_110.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_110.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1596.572509765625, data_max:14680.1064453125
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.650
Zstd CR= 1.000
[31mTotal CR= 5.652 [0m
qb_min= -299, qb_max= 2800
max_err= 3.2554931640625
max_rel_err= 0.000
[31mpsnr= 79.153 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1672.849365234375, data_max:14206.283203125
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.489
Zstd CR= 1.000
[31mTotal CR= 5.491 [0m
qb_min= -460, qb_max= 2015
max_err= 3.176025390625
max_rel_err= 0.000
[31mpsnr= 79.155 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_112.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1639.9715576171875, data_max:6492.20556640625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.674
Zstd CR= 1.000
[31mTotal CR= 4.676 [0m
qb_min= -977, qb_max= 2556
max_err= 1.62646484375
max_rel_err= 0.000
[31mpsnr= 79.154 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_120.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1729.326171875, data_max:14589.603515625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.347
Zstd CR= 1.000
[31mTotal CR= 5.349 [0m
qb_min= -678, qb_max= 2629
max_err= 3.263916015625
max_rel_err= 0.000
[31mpsnr= 79.156 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_121.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1644.2252197265625, data_max:14178.0556640625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.300
Zstd CR= 1.000
[31mTotal CR= 5.303 [0m
qb_min= -614, qb_max= 2518
max_err= 3.16455078125
max_rel_err= 0.000
[31mpsnr= 79.153 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_122.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1617.020263671875, data_max:14277.412109375
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 5.317
Zstd CR= 1.000
[31mTotal CR= 5.319 [0m
qb_min= -572, qb_max= 1691
max_err= 3.178955078125
max_rel_err= 0.000
[31mpsnr= 79.154 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_200.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1656.5836181640625, data_max:14721.267578125
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.844
Zstd CR= 1.001
[31mTotal CR= 4.849 [0m
qb_min= -1173, qb_max= 3630
max_err= 3.275634765625
max_rel_err= 0.000
[31mpsnr= 79.155 [0m
python3 -u /u/zjian1/ASTZ/py_code/compress.py -f32 -i '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin' -z '/work/hdd/bdgi/zjian1/EXAFEL/blocks/SDRBENCH-EXAFEL-data-130x1480x1552.f32_201.bin_2.0e-04.astz' -c '/u/zjian1/ASTZ/stencil_list/2.0e-04/SDRBENCH-EXAFEL-data-130x1480x1552.f32_111.bin.txt' -E REL 2.0e-04 -3 44 494 518 -M FHDE 9 -a 
Available threads: 16
Set threads to: 8
data_min:-1688.6341552734375, data_max:14600.322265625
torch.Size([1, 1, 1, 8, 17])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 1, 16, 33])
torch.Size([1, 1, 2, 16, 33])
torch.Size([1, 1, 3, 16, 33])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 31, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 6, 62, 65])
torch.Size([1, 1, 11, 62, 130])
torch.Size([1, 1, 11, 124, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 11, 247, 130])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 22, 247, 259])
torch.Size([1, 1, 44, 247, 518])
torch.Size([1, 1, 44, 494, 518])
torch.Size([1, 1, 44, 494, 518])
Huffman CR= 4.803
Zstd CR= 1.001
[31mTotal CR= 4.807 [0m
qb_min= -1126, qb_max= 3463
max_err= 3.258056640625
max_rel_err= 0.000
[31mpsnr= 79.156 [0m
